n,mae,rmse,calibration_in_the_large,calibration_slope,residual_age_slope,residual_age_correlation,latent_mae,latent_rmse,outcome_beta_unadjusted,outcome_p_unadjusted,outcome_beta_age_adjusted,outcome_se_age_adjusted,outcome_p_age_adjusted,outcome_ci_low_age_adjusted,outcome_ci_high_age_adjusted,scenario,method,replication,seed,association_target,association_error_age_adjusted,association_detected_age_adjusted,latent_target_in_ci
500.0,8.399396755963522,10.356472089401153,-0.35951869952595844,0.6656143501456581,-0.33438564985434194,-0.5638506979221616,7.823636094792555,9.818430368452459,1.2019613401700115,0.008212962041533831,1.257811921223155,0.3728407930505664,0.0007999023950634258,0.5252734899690372,1.990350352477273,regression_to_mean,linear_recalibration,2,4151270842,2.2992864298761067,-1.0414745086529515,True,False
500.0,10.4060048069177,12.886484242835664,0.5758917121682212,1.0004926735518782,0.0004926735518782088,0.0006679214691898767,9.547032771749032,11.865145770242295,1.8722690627835892,0.0009103029055946203,1.8723635145186779,0.5616592837145706,0.0009211907284627066,0.7688442155030732,2.9758828135342825,regression_to_mean,umlr_oracle,2,4151270842,2.2992864298761067,-0.42692291535742877,True,True
500.0,8.450487266497197,10.560335730896341,-0.38415940305052704,0.6964366928342978,-0.30356330716570223,-0.4934422208805848,7.9071007248186165,9.993336485780189,1.0219121433676306,0.024358908005466338,1.041164596607691,0.39323416929131616,0.008361696034564528,0.26855830765714406,1.813770885558238,regression_to_mean,raw_lasso,3,3874260438,2.2610371836619896,-1.2198725870542986,True,False
500.0,7.272066521130462,9.201703827904629,0.08564553582940465,1.0372631014684603,0.03726310146846035,0.069471515037147,6.697224693543166,8.425848631721902,1.0435106338625337,0.008306965944066587,1.0411645966076906,0.39323416929131616,0.008361696034564568,0.2685583076571436,1.8137708855582375,regression_to_mean,residual_correction,3,3874260438,2.2610371836619896,-1.219872587054299,True,False
500.0,8.453609409179935,10.565133343957024,-0.38186114303625956,0.6980465106581235,-0.3019534893418765,-0.49059840934262955,7.907676042206598,9.993395129277099,1.0244207820886024,0.02407523608483059,1.0435712551631644,0.394143132562746,0.008361696034564534,0.269179081885227,1.817963428441102,regression_to_mean,linear_recalibration,3,3874260438,2.2610371836619896,-1.2174659284988252,True,False
500.0,10.990032621992944,13.866178099463442,0.0816714886380704,1.0516444802905132,0.05164448029051316,0.06389279397751214,10.12162032125083,12.599150768858602,1.584957068786961,0.007805909629715108,1.5817076447877076,0.5927421111623314,0.007869029853374796,0.41711840363613883,2.7462968859392767,regression_to_mean,umlr_oracle,3,3874260438,2.2610371836619896,-0.6793295388742819,True,True
500.0,9.015198075961175,11.097369582537707,-0.5367847927826502,0.5676368270331694,-0.4323631729668306,-0.6835239598293286,8.964660071457107,11.078589744466985,0.7421016158971332,0.12378308150354903,0.9398751304475028,0.3501433732989924,0.0075117681319822,0.2519314231834694,1.6278188377115361,regression_to_mean,raw_lasso,4,1261045927,2.2173625638315855,-1.2774874333840827,True,False
500.0,6.510805169832296,8.138811983099982,-0.6099391320496693,0.9635848176700492,-0.03641518232995078,-0.07862504713975,6.525299426288935,8.155186284196345,0.9226006345073806,0.008814083473097041,0.9398751304475013,0.3501433732989925,0.007511768131982304,0.25193142318346773,1.6278188377115348,regression_to_mean,residual_correction,4,1261045927,2.2173625638315855,-1.2774874333840842,True,False
500.0,9.011289666932141,11.095457169060133,-0.538426639895588,0.5689284671289829,-0.43107153287101707,-0.6816046372026633,8.959862312380352,11.074372328144932,0.7448275530697582,0.1223383808215891,0.9420137873240991,0.3509401137476349,0.00751176813198222,0.2525046853681654,1.6315228892800329,regression_to_mean,linear_recalibration,4,1261045927,2.2173625638315855,-1.2753487765074865,True,False
500.0,11.027506081967944,13.794932721826513,-1.014838846471629,0.9607137379483396,-0.039286262051660414,-0.05003984429631836,10.502894199690084,13.191022356231338,1.618464371682703,0.006704376154037567,1.6375480596649168,0.5944095546460934,0.0060861088020494405,0.4696827112403055,2.805413408089528,regression_to_mean,umlr_oracle,4,1261045927,2.2173625638315855,-0.5798145041666687,True,True
500.0,8.715685195567676,10.717436235758692,-0.6961395681580916,0.6403306488908188,-0.3596693511091812,-0.5839778300743393,8.561577913435544,10.50491792583811,0.16195666563964561,0.7531038144237112,0.7391614217613073,0.4184155594329859,0.07791361662251946,-0.08291996855958494,1.5612428120821995,regression_to_mean,raw_lasso,5,960800307,1.891464788258599,-1.152303366497292,False,False
500.0,6.954703722104229,8.744721051359017,-0.34671615095328784,1.0569434204988613,0.05694342049886125,0.11316313474876012,6.634189561490603,8.222883128216605,0.8243215918875636,0.0496177955510682,0.7391614217613065,0.41841555943298586,0.07791361662251972,-0.08291996855958561,1.5612428120821986,regression_to_mean,residual_correction,5,960800307,1.891464788258599,-1.1523033664972926,False,False
500.0,8.71470844549504,10.718795554815792,-0.6957971740128617,0.6418682950647423,-0.3581317049352577,-0.5814059632078173,8.559441629715794,10.502126659970187,0.16616340978522512,0.7469385712240579,0.7409363933858146,0.41942031390661094,0.07791361662251925,-0.0831190868941798,1.564991873665809,regression_to_mean,linear_recalibration,5,960800307,1.891464788258599,-1.1505283948727845,False,False
500.0,11.556834711193186,14.56446327586961,-0.5310002401705657,1.0776078183060673,0.07760781830606733,0.09259031738707467,10.82641254904629,13.53696121346772,1.3601973117715884,0.051805765943433085,1.2458665440112728,0.6984118596967208,0.07505700843059425,-0.1263371890768059,2.618070277099352,regression_to_mean,umlr_oracle,5,960800307,1.891464788258599,-0.6455982442473263,False,True
500.0,8.237309093607498,10.13540670007054,0.30918545112397955,0.6693983854562799,-0.33060161454372006,-0.5705214225989839,7.969501722706039,9.907704292794959,1.1450226304975804,0.014533768989506153,1.1887590146305862,0.38246732789832066,0.0019905914156785193,0.4373068623801968,1.9402111668809756,regression_to_mean,raw_lasso,6,3846979264,2.2125338783074557,-1.0237748636768695,True,False
500.0,6.7218532447558506,8.351931969306687,-0.37376238536863,1.0357212511298255,0.03572125112982549,0.07484814305698499,6.471461699645198,8.085311244920495,1.1934144488434475,0.00194656928101375,1.1887590146305824,0.38246732789832066,0.001990591415678582,0.437306862380193,1.9402111668809718,regression_to_mean,residual_correction,6,3846979264,2.2125338783074557,-1.0237748636768733,True,False
500.0,8.23774245500967,10.13570854475232,0.30564089001933953,0.6709241077969079,-0.3290758922030921,-0.5678655169651944,7.9667778245070044,9.904701021711587,1.1479335082890936,0.01428786693679309,1.1914684866365695,0.3833390643103185,0.0019905914156785397,0.4383035914792488,1.9446333817938901,regression_to_mean,linear_recalibration,6,3846979264,2.2125338783074557,-1.0210653916708863,True,False
500.0,10.662896714859613,13.181163085298866,-0.7287049250421328,1.059345547962231,0.059345547962230905,0.07883246245496803,9.928386256326542,12.359600113727701,1.8507493286040122,0.0023224793376609098,1.843007980311159,0.6033076335930772,0.0023727285531104426,0.657660143611412,3.028355817010906,regression_to_mean,umlr_oracle,6,3846979264,2.2125338783074557,-0.36952589799629676,True,True
500.0,8.317810332016611,10.207014108867158,-0.8511458064637177,0.7083657842245813,-0.2916342157754187,-0.5005595511784853,7.976043744465832,10.021822567926408,1.8833488326647967,4.9081625753807975e-05,1.7468958902967204,0.3976135870611608,1.3645681578577607e-05,0.9656851463543258,2.528106634239115,regression_to_mean,raw_lasso,7,1792811049,2.2997035208716246,-0.5528076305749041,True,True
500.0,7.127170574739771,8.853887052910958,-0.7052067961723443,1.0342676160545188,0.03426761605451878,0.06778485176873297,6.7919065538828525,8.563471428911575,1.729505716505844,1.6993545209318947e-05,1.746895890296722,0.3976135870611608,1.3645681578577374e-05,0.9656851463543273,2.5281066342391165,regression_to_mean,residual_correction,7,1792811049,2.2997035208716246,-0.5528076305749026,True,True
500.0,8.321232639195147,10.210280388434088,-0.8520324848937298,0.7099229926141537,-0.2900770073858463,-0.49773000732689415,7.974086977691083,10.021683541341067,1.8864512987998066,4.7938630524225477e-05,1.7507361109802446,0.39848766543615943,1.3645681578577532e-05,0.9678080227623597,2.5336641991981295,regression_to_mean,linear_recalibration,7,1792811049,2.2997035208716246,-0.5489674098913799,True,True
500.0,10.662548663483301,13.223512170368506,-0.9725004894132266,1.045558991614068,0.045558991614067956,0.06031227307477546,9.91483105113433,12.476100096388773,2.6056624187610047,1.441831206580734e-05,2.6289957512110678,0.594256309052005,1.1913527738919384e-05,1.4614314918549878,3.7965600105671475,regression_to_mean,umlr_oracle,7,1792811049,2.2997035208716246,0.3292922303394432,True,True
500.0,8.81976427868408,11.253353310699017,0.28269759404877126,0.5801554069073395,-0.41984459309266053,-0.6436641076057633,8.763591960563085,10.970176445643752,1.1928344629118701,0.020315849341193463,1.3357185977262849,0.3901699684783078,0.0006694584570098593,0.5691326930750071,2.102304502377563,regression_to_mean,raw_lasso,8,2613866778,1.9254616617062443,-0.5897430639799595,True,True
500.0,6.798998573108984,8.633199622222621,0.6061568492227893,0.9883886574362136,-0.011611342563786375,-0.02325409222855317,6.428762450358264,8.068972273572689,1.3312860917973897,0.0006900807992534192,1.3357185977262842,0.39016996847830776,0.0006694584570098608,0.5691326930750066,2.102304502377562,regression_to_mean,residual_correction,8,2613866778,1.9254616617062443,-0.5897430639799601,True,True
500.0,8.818221124049051,11.253827794395322,0.28532086697986336,0.5815710847860864,-0.41842891521391357,-0.6414704428642394,8.759376375648225,10.966660785043677,1.1965727615429238,0.019928577178188876,1.338977978313828,0.3911220495702873,0.0006694584570098593,0.5705214736570119,2.1074344829706444,regression_to_mean,linear_recalibration,8,2613866778,1.9254616617062443,-0.5864836833924163,True,True
500.0,11.527421676793372,14.610905203009956,0.9116698479776435,0.9774938383602488,-0.022506161639751165,-0.026618709020378127,10.691685544360816,13.524897001012562,2.239242492021651,0.0007499607662230239,2.2477076138760927,0.6607107069496555,0.0007230201837258932,0.949577168380398,3.5458380593717873,regression_to_mean,umlr_oracle,8,2613866778,1.9254616617062443,0.3222459521698484,True,True
500.0,9.114265547412232,11.30726173038458,-0.3786866558250186,0.596494318120141,-0.403505681879859,-0.605430039729478,8.750877814427033,10.886823579659447,0.6177172794173856,0.23972251156170726,0.7670279312802413,0.41735250757837894,0.06668240076628056,-0.052964829383085665,1.587020691943568,regression_to_mean,raw_lasso,9,3505286841,1.8317017819426553,-1.064673850662414,False,False
500.0,7.204185762644019,8.999296743504535,-0.23678765250194506,0.9893976173289478,-0.01060238267105218,-0.019983582649506632,6.646213160297579,8.316027754154229,0.7627758897965039,0.06792837348051606,0.7670279312802435,0.41735250757837894,0.06668240076627979,-0.052964829383083445,1.5870206919435703,regression_to_mean,residual_correction,9,3505286841,1.8317017819426553,-1.0646738506624118,False,False
500.0,9.11524505293295,11.309647552624783,-0.3787263635602493,0.5978453303110159,-0.40215466968898406,-0.6032755846592265,8.749826812737213,10.885395707464864,0.6199525611419717,0.23812292067717186,0.7687651885422512,0.41829777781566746,0.0666824007662802,-0.05308479050930237,1.5906151675938047,regression_to_mean,linear_recalibration,9,3505286841,1.8317017819426553,-1.062936593400404,False,False
500.0,11.805935844988817,14.735818973225998,-0.30729984844921854,0.9789713572662361,-0.021028642733763925,-0.02420245843626741,10.840438855618894,13.542062985080952,1.2124154105255829,0.07645934647962088,1.2207165250226382,0.6835431162867793,0.07473050256537991,-0.1222738650642059,2.5637069151094822,regression_to_mean,umlr_oracle,9,3505286841,1.8317017819426553,-0.6109852569200172,False,True
500.0,8.433880056378014,10.530865713221273,-0.40170370223169044,0.6732096656941337,-0.32679033430586635,-0.543879835390485,8.41169788246329,10.52749153787146,0.7783539123800609,0.08617850121701326,0.7649530919787736,0.37986253553556326,0.04457286089411713,0.018618701911928937,1.5112874820456184,regression_to_mean,raw_lasso,10,215519587,2.42294112867793,-1.6579880366991562,True,False
500.0,6.9567437790591,8.860840022694237,-0.3649466369635602,1.0361274702243906,0.03612747022439056,0.07146821847759173,6.904480717723601,8.70015632206136,0.7634665718523959,0.04532610203869578,0.764953091978771,0.37986253553556326,0.04457286089411782,0.018618701911926383,1.5112874820456157,regression_to_mean,residual_correction,10,215519587,2.42294112867793,-1.6579880366991588,True,False
500.0,8.434495336400838,10.533302507429033,-0.40241258303753374,0.6747981844751488,-0.32520181552485117,-0.5411120496216719,8.409962609807085,10.52624981886231,0.7800937370559823,0.0855485096515749,0.766758090354653,0.3807588666529725,0.044572860894116946,0.01866263496751719,1.5148535457417889,regression_to_mean,linear_recalibration,10,215519587,2.42294112867793,-1.656183038323277,True,False
500.0,10.978687466655764,13.980098302666537,-0.5824178269337072,1.0636515320613977,0.06365153206139773,0.0798100309094447,10.517156472903629,13.277004015053862,1.2502117514275208,0.03772272919346312,1.25283022966973,0.5987391612397212,0.03690515551341706,0.07645829269268667,2.4292021666467734,regression_to_mean,umlr_oracle,10,215519587,2.42294112867793,-1.1701108990081999,True,True
500.0,7.60936579433231,9.589776342793582,0.14932603762738028,0.6213025238150683,-0.37869747618493166,-0.6425203316857533,7.980086585646464,10.00224746887637,1.2066718621756993,0.0033425041007677046,0.7992281444338123,0.31536750423669496,0.011573914150478015,0.17961027769801474,1.41884601116961,regression_to_mean,raw_lasso,11,3273177748,2.206487316626333,-1.4072591721925205,True,False
500.0,5.957437579923126,7.366619926980618,-0.2647957255085682,1.028294907956565,0.028294907956565085,0.06252749892856253,6.030753862660043,7.535861600245403,0.7646376701758968,0.015584903678875297,0.7992281444338106,0.31536750423669496,0.011573914150478181,0.17961027769801308,1.4188460111696082,regression_to_mean,residual_correction,11,3273177748,2.206487316626333,-1.4072591721925223,True,False
500.0,7.607479203533892,9.587665002575042,0.1471887838009019,0.622832003967432,-0.377167996032568,-0.6400640740115581,7.9738442391662305,9.996149657250648,1.2069686791875678,0.003327778764480621,0.8011956297364882,0.31614385443638304,0.011573914150478098,0.1800524300221552,1.4223388294508212,regression_to_mean,linear_recalibration,11,3273177748,2.206487316626333,-1.4052916868898446,True,False
500.0,9.919227541215799,12.251268636838962,-0.41747498728397653,1.0368734586000456,0.03687345860004565,0.04899315302514698,9.34040381084676,11.683981510671066,1.2076561183978687,0.021677811971024436,1.2537586328784274,0.5252913901782541,0.017369387049601847,0.22169310226926675,2.2858241634875878,regression_to_mean,umlr_oracle,11,3273177748,2.206487316626333,-0.9527286837479054,True,True
500.0,8.771865580226088,10.865487871083825,0.19121408468862217,0.6344911379634789,-0.3655088620365211,-0.5748600923647135,8.338167075038973,10.437062145422518,1.8727733128670803,9.688008143959928e-05,1.8825655402699346,0.3872015398560648,1.561483103769153e-06,1.1218118516388946,2.6433192289009746,regression_to_mean,raw_lasso,12,3189944105,2.1165660528991204,-0.23400051262918575,True,True
500.0,7.088679159712888,8.907049819974485,0.0924367561289524,0.9675795902625272,-0.032420409737472844,-0.0621948214910831,6.721602277948125,8.432548808730214,1.881692709974003,1.6167293587371538e-06,1.8825655402699355,0.3872015398560648,1.561483103769138e-06,1.1218118516388955,2.6433192289009755,regression_to_mean,residual_correction,12,3189944105,2.1165660528991204,-0.23400051262918486,True,True
500.0,8.771592219684173,10.867862683701803,0.1909780365005307,0.6359129768952348,-0.36408702310476515,-0.5724984862223114,8.336053754749521,10.436267968354091,1.8770300402724158,9.367956967099487e-05,1.8867842043561323,0.38806922451052706,1.561483103769187e-06,1.124325733503162,2.6492426752091025,regression_to_mean,linear_recalibration,12,3189944105,2.1165660528991204,-0.2297818485429881,True,True
500.0,11.009793892127263,13.830581248937488,0.08766137006157183,0.980893156882862,-0.01910684311713795,-0.02360496976997573,10.196282950207463,12.870627045301799,2.926413405577548,1.5570596965066934e-06,2.926932323816571,0.6022646614328829,1.5773850280522717e-06,1.7436336652226299,4.1102309824105125,regression_to_mean,umlr_oracle,12,3189944105,2.1165660528991204,0.8103662709174508,True,True
500.0,8.580645030814987,10.526207246124835,-0.04886639229097841,0.6226931498404837,-0.37730685015951626,-0.6175649464902099,8.2751071283594,10.34462617697609,0.7488905229908022,0.09953688366532713,0.7614988108273969,0.3566446565567737,0.03323504075518561,0.06078171629576412,1.4622159053590296,regression_to_mean,raw_lasso,13,3557477972,2.571098135245232,-1.8095993244178352,True,False
500.0,6.601480737332119,8.308747217932721,0.5278215355735855,1.0269218398080446,0.026921839808044634,0.05593742305281385,6.614203937445811,8.186115585934816,0.7623951496221021,0.03312674840261446,0.761498810827397,0.35664465655677374,0.03323504075518561,0.06078171629576412,1.46221590535903,regression_to_mean,residual_correction,13,3557477972,2.571098135245232,-1.809599324417835,True,False
500.0,8.580066178685108,10.52596679820297,-0.045511632963680826,0.6242093561174165,-0.37579064388258354,-0.61509643583979,8.272259170664107,10.341503027094154,0.750795356071139,0.09866929395206916,0.7633529973993043,0.3575130567745125,0.0332350407551858,0.0609297147437855,1.465776280054823,regression_to_mean,linear_recalibration,13,3557477972,2.571098135245232,-1.8077451378459277,True,False
500.0,10.873410834177703,13.634452874784333,0.850273350875714,1.0239182301502936,0.023918230150293596,0.03028256431150079,10.439864794405697,12.889754968121967,1.2772469773295425,0.029617464757332505,1.2764530646006176,0.5858271499243771,0.02980883168901142,0.12544998395468587,2.4274561452465493,regression_to_mean,umlr_oracle,13,3557477972,2.571098135245232,-1.2946450706446144,True,False
500.0,8.503249888132613,10.495909586018957,0.30001716855346283,0.6725509632528511,-0.32744903674714887,-0.528179663019384,8.588224945599686,10.511268236403412,0.5959729707527025,0.21894957437752402,0.7584492667366372,0.41093601907180405,0.06553577132019715,-0.04893670702896691,1.565835240502241,regression_to_mean,raw_lasso,14,782943056,2.2725475859704973,-1.5140983192338602,False,False
500.0,7.281713376144894,8.953300387656153,-0.29341129796160875,1.0497618875439343,0.04976188754393429,0.09410822173801936,7.065582565116166,8.829870264970534,0.7824397850206837,0.05819190428078702,0.7584492667366372,0.410936019071804,0.06553577132019713,-0.0489367070289668,1.565835240502241,regression_to_mean,residual_correction,14,782943056,2.2725475859704973,-1.5140983192338602,False,False
500.0,8.506078898972124,10.499531838518227,0.2970214775220855,0.6741334177365252,-0.32586658226347476,-0.5254413917049158,8.588151698690629,10.511242010714303,0.5985383605864792,0.21713252785126178,0.7602338325292155,0.41190291612706686,0.06553577132019722,-0.04905185088524777,1.5695195159436788,regression_to_mean,linear_recalibration,14,782943056,2.2725475859704973,-1.5123137534412818,False,False
500.0,11.435227125345996,14.072876556136942,-0.4306745487960975,1.05359734309083,0.053597343090830085,0.06448287515879805,10.786685269472585,13.419277466019059,1.2419645306732447,0.0557670451969669,1.2164453536662752,0.6474062860057328,0.06083602743828659,-0.055545249224579596,2.48843595655713,regression_to_mean,umlr_oracle,14,782943056,2.2725475859704973,-1.0561022323042222,False,True
500.0,8.527734334443803,10.440839164640998,-1.2306074453294502,0.6062396946007946,-0.39376030539920537,-0.6489944949617078,8.545100078403344,10.451609472088903,0.6006922939517613,0.18363092794542432,0.9519251564719454,0.34201161291802556,0.005585619859026612,0.2799583141428601,1.6238919988010307,regression_to_mean,raw_lasso,15,817403743,1.9972107444806253,-1.0452855880086798,True,False
500.0,6.423090441794218,7.946215854351212,-0.9080462238325961,0.9816778351772789,-0.018322164822721088,-0.039662258109536004,6.271971289524926,7.734777477015089,0.9330083252660287,0.006525300203398621,0.9519251564719446,0.34201161291802556,0.00558561985902665,0.2799583141428593,1.6238919988010299,regression_to_mean,residual_correction,15,817403743,1.9972107444806253,-1.0452855880086807,True,False
500.0,8.52474547993984,10.439384182231183,-1.2314318749798594,0.6075852449020704,-0.39241475509792956,-0.646874286460131,8.539724305776424,10.446665882205465,0.6039901061424218,0.18116615503361852,0.9540379563966124,0.3427707084257928,0.005585619859026617,0.2805796822210219,1.627496230572203,regression_to_mean,linear_recalibration,15,817403743,1.9972107444806253,-1.043172788084013,True,False
500.0,10.56573117961029,13.063046730634685,-1.4824185387456934,0.993032398997752,-0.006967601002248025,-0.00917402896328122,9.895497182669002,12.249048226824279,1.5460829126316515,0.006109677078988866,1.5566640371765683,0.5627679914574937,0.005884606042395675,0.45096640616012507,2.662361668193012,regression_to_mean,umlr_oracle,15,817403743,1.9972107444806253,-0.440546707304057,True,True
500.0,8.54243907991979,10.640183407858471,-0.2676336082206867,0.5790419631858063,-0.42095803681419375,-0.6738829793316501,8.48604253630874,10.570235023689076,0.7966928496191772,0.09478467591678186,1.0182681318412232,0.3502002159457795,0.0038040806972110494,0.33021274306571935,1.706323520616727,regression_to_mean,raw_lasso,16,1905702636,2.0647882857180755,-1.0465201538768523,True,False
500.0,6.312681725373985,7.87681810791613,0.0026642375049973025,0.968803850883983,-0.03119614911601698,-0.06743844748118953,6.295587945183143,7.8710684304955185,1.0009570821102234,0.004482538667232771,1.0182681318412208,0.35020021594577944,0.0038040806972111266,0.330212743065717,1.7063235206167247,regression_to_mean,residual_correction,16,1905702636,2.0647882857180755,-1.0465201538768547,True,False
500.0,8.539690296873722,10.63820301507639,-0.26661821601631575,0.580422588363313,-0.41957741163668705,-0.6717963364816522,8.481109027844969,10.565952189391645,0.7998419901863246,0.09342268910617078,1.0206960156728855,0.3510352076493909,0.0038040806972110346,0.3310000781053112,1.71039195324046,regression_to_mean,linear_recalibration,16,1905702636,2.0647882857180755,-1.04409227004519,True,False
500.0,10.418120127264414,13.038952335705389,0.13958414334413252,0.9775082279028598,-0.02249177209714015,-0.029374009518547642,10.058722554119948,12.459278839416209,1.6688327260183955,0.004199524559019949,1.6822092520153664,0.5807828699791429,0.003940448699701794,0.5411169133986402,2.8233015906320924,regression_to_mean,umlr_oracle,16,1905702636,2.0647882857180755,-0.38257903370270907,True,True
500.0,8.606913025032602,10.807386262256951,-0.43243784747032143,0.6129660886038822,-0.38703391139611776,-0.6160247233088568,8.833415210296447,10.932224855003113,0.03321026054302601,0.9464908415994655,0.3646802934365564,0.39010894735992546,0.35033682363631896,-0.4017857200569769,1.1311463069300896,regression_to_mean,raw_lasso,17,3722833723,2.0872611436816313,-1.722580850245075,False,False
500.0,6.714994318523052,8.507392732548078,-0.0922106307760529,0.9949500260389955,-0.005049973961004484,-0.01020328512748666,6.832614419609508,8.641409061524666,0.3595043167533825,0.3561947298064387,0.3646802934365578,0.39010894735992546,0.35033682363631724,-0.4017857200569755,1.131146306930091,regression_to_mean,residual_correction,17,3722833723,2.0872611436816313,-1.7225808502450735,False,False
500.0,8.606790866857336,10.807817672835702,-0.43149447029528903,0.6142279812271945,-0.38577201877280554,-0.6139895306155262,8.830955434229221,10.930671571601641,0.03503716033073367,0.9435545206014425,0.3654310484631567,0.39091205149914926,0.350336823636319,-0.4026128627745242,1.1334749597008376,regression_to_mean,linear_recalibration,17,3722833723,2.0872611436816313,-1.7218300952184746,False,False
500.0,10.835015260176995,13.718154275508791,-0.16659891016827608,0.9936295658339444,-0.00637043416605565,-0.007982285038099113,10.50058182500056,13.345897464372735,0.6135450369165435,0.3287809558050044,0.620453708973536,0.6289905543861287,0.3244032467326779,-0.6153546107485559,1.856262028695628,regression_to_mean,umlr_oracle,17,3722833723,2.0872611436816313,-1.4668074347080953,False,False
500.0,8.347591383850641,10.607365145147172,-0.3029767456956314,0.6552128211826532,-0.3447871788173468,-0.5803544117043982,8.40784311965348,10.40414244141781,1.0307560446591815,0.02544635006197354,1.126015851349801,0.37342913836940983,0.0026982280228713094,0.39232146944614454,1.8597102332534576,regression_to_mean,raw_lasso,18,2085417867,2.19756031107086,-1.0715444597210588,True,False
500.0,6.856518707002335,8.70409101357751,-0.81517524567782,1.0411012974055367,0.041101297405536696,0.08464817644842397,6.733654129920312,8.44259160729626,1.1370543080326807,0.002508553452125068,1.1260158513498026,0.3734291383694098,0.002698228022871271,0.3923214694461462,1.859710233253459,regression_to_mean,residual_correction,18,2085417867,2.19756031107086,-1.0715444597210573,True,False
500.0,8.346427323925347,10.608104867306148,-0.3068004953499307,0.6567495756366927,-0.3432504243633073,-0.577733376632591,8.403745669337768,10.401422449019629,1.0338196889125268,0.025019608801185752,1.128656840382583,0.3743049895022089,0.0026982280228712878,0.39324163118000544,1.8640720495851606,regression_to_mean,linear_recalibration,18,2085417867,2.19756031107086,-1.068903470688277,True,False
500.0,11.457507838615582,14.50775976996988,-1.3985103469480673,1.08412213933147,0.08412213933146995,0.10397039434361866,10.839392284140038,13.641416925781096,1.849447060810833,0.0031833323933205654,1.8267343201129718,0.621391854920659,0.0034377523861441315,0.6058555346311199,3.0476131055948237,regression_to_mean,umlr_oracle,18,2085417867,2.19756031107086,-0.37082599095788815,True,True
500.0,8.529985009404543,10.533354257237782,-0.48805343934230677,0.681040766026508,-0.318959233973492,-0.525295609365391,8.04777525802738,9.911355430516856,1.8774560736033505,0.00017500866371214797,2.3109286593964096,0.4173727933913336,4.995431791922909e-08,1.4908960422102036,3.1309612765826156,regression_to_mean,raw_lasso,19,4284622874,2.2937568393542924,0.017171820042117147,True,True
500.0,7.349174638166248,9.049047212113042,0.530781483503916,1.0692467800061618,0.0692467800061618,0.13283536649706643,6.641559654000789,8.215976974448077,2.3906857988045243,1.9717088371064738e-08,2.3109286593964096,0.41737279339133365,4.995431791922909e-08,1.4908960422102033,3.1309612765826156,regression_to_mean,residual_correction,19,4284622874,2.2937568393542924,0.017171820042117147,True,True
500.0,8.53189357510242,10.536469118824531,-0.48309927608441666,0.6826200402508125,-0.31737995974918753,-0.5225284928204823,8.046630912448691,9.90980005041765,1.8848754612760596,0.0001655988300344453,2.316287501697855,0.41834064455004577,4.995431791922909e-08,1.4943533002893603,3.1382217031063493,regression_to_mean,linear_recalibration,19,4284622874,2.2937568393542924,0.02253066234356238,True,True
500.0,12.394591484015022,15.309653183859997,0.8929811994351762,1.1433804181067446,0.14338041810674462,0.1625672713294384,11.235989842303695,13.904004390504475,4.131749427539102,9.509841978105015e-09,3.9624097926023563,0.702194569416641,2.8122774254221878e-08,2.582773985836266,5.342045599368447,regression_to_mean,umlr_oracle,19,4284622874,2.2937568393542924,1.6686529532480638,True,False
500.0,8.285783851382526,10.499778047549839,-0.3277469815549981,0.6017968699069327,-0.3982031300930673,-0.6581892902812757,8.53055051222414,10.55947251641922,0.8612204749640562,0.06717739193504142,1.002581393056924,0.3521969254746214,0.004600902915803096,0.3106029720027885,1.6945598141110596,regression_to_mean,raw_lasso,20,1313148374,2.05532861096954,-1.052747217912616,True,False
500.0,6.335985680080298,7.920321169110333,-0.5156804480666456,1.0116493373650373,0.01164933736503726,0.025567924719809735,6.501359158372288,8.04035154556147,1.0062886322229223,0.0044159962349436055,1.002581393056924,0.3521969254746214,0.004600902915803096,0.3106029720027885,1.6945598141110596,regression_to_mean,residual_correction,20,1313148374,2.05532861096954,-1.052747217912616,True,False
500.0,8.28378477187801,10.497595870359971,-0.3297025155401888,0.6032935693254445,-0.39670643067455547,-0.6558556670470895,8.526618914789648,10.554663067106695,0.8642426710482577,0.06616193123731225,1.0050748639655247,0.3530728571384751,0.004600902915803042,0.31137545738919026,1.6987742705418591,regression_to_mean,linear_recalibration,20,1313148374,2.05532861096954,-1.0502537470040154,True,False
500.0,10.218624050952782,12.751142418374313,-0.8306961773491374,0.9625295253437223,-0.03747047465627773,-0.05108321639044696,9.971764023461889,12.260445369766591,1.5824242924974443,0.005433003677530257,1.5963495280828925,0.5665469982671415,0.005029839896510399,0.4832270986762619,2.709471957489523,regression_to_mean,umlr_oracle,20,1313148374,2.05532861096954,-0.45897908288664757,True,True
500.0,8.535914386869873,10.71007425990354,-0.621439176348182,0.6358600275121509,-0.36413997248784913,-0.579260670121436,8.168865515710522,10.207487633407915,1.959299115669923,4.7586928465766585e-05,1.4449739912654254,0.3922217705593478,0.0002547355467028613,0.674356811319963,2.215591171210888,regression_to_mean,raw_lasso,21,1543295362,1.6873839246292415,-0.2424099333638161,True,True
